Date,News_Count,Avg_Sentiment,Positive_Sentiment,Negative_Sentiment,Neutral_Sentiment,Max_Sentiment,Min_Sentiment,Sentiment_Std
2013-01-15,4,0.05524014,0.16261783,0.107377686,0.7300045,0.18189287,0.0014433973,0.085060515
2013-01-22,4,0.2464686,0.28262168,0.03615308,0.6812252,0.74823844,-0.07173388,0.3610729
2013-01-28,2,0.57386065,0.6390239,0.065163255,0.29581285,0.5748414,0.5728799,0.0013869685
2013-01-29,4,-0.18193698,0.089284554,0.27122152,0.63949394,0.15498087,-0.9484181,0.5196298
2013-01-31,3,0.038103063,0.2813165,0.24321343,0.47547007,0.7019523,-0.67844695,0.69170696
2013-02-04,3,-0.01458329,0.11826515,0.13284843,0.7488864,0.21825933,-0.17865743,0.20720173
2013-02-06,2,-0.31834754,0.023628578,0.34197614,0.6343953,-0.0046127327,-0.63208234,0.443688
2013-02-07,5,-0.24431996,0.04303246,0.2873524,0.66961515,0.010728143,-0.6902767,0.34206173
2013-02-08,3,0.032488067,0.077385955,0.044897895,0.8777161,0.12399857,-0.06919946,0.09700025
2013-02-11,1,-0.04084832,0.023828369,0.06467669,0.9114949,-0.04084832,-0.04084832,0.0
2013-02-15,5,0.096912876,0.11615118,0.019238304,0.8646105,0.18318951,0.010120075,0.08277599
2013-02-19,2,-0.46426266,0.026806926,0.4910696,0.48212355,0.028817598,-0.9573429,0.6973208
2013-02-20,3,0.09700173,0.25598633,0.1589846,0.58502907,0.45212942,-0.1530372,0.31597373
2013-03-07,3,0.056926932,0.08801067,0.031083742,0.88090557,0.11201382,-0.018856023,0.06784522
2013-03-11,1,0.0055619143,0.034734227,0.029172312,0.9360935,0.0055619143,0.0055619143,0.0
2013-03-20,2,-0.38162506,0.058428798,0.44005388,0.50151736,0.07935897,-0.8426091,0.65192986
2013-03-21,4,0.10403558,0.137838,0.033802424,0.8283596,0.25473928,-0.053326733,0.14203882
2013-03-22,7,-0.06999151,0.07982387,0.1498154,0.77036077,0.21820389,-0.58333653,0.24999017
2013-03-26,1,0.9266175,0.9505841,0.023966607,0.025449315,0.9266175,0.9266175,0.0
2013-04-04,4,0.22659418,0.2690768,0.042482637,0.68844056,0.86002517,-0.046169877,0.42906243
2013-04-18,2,0.04252956,0.079555236,0.037025675,0.8834191,0.04803911,0.037020013,0.0077916775
2013-04-22,1,0.05883496,0.08336081,0.024525855,0.8921134,0.05883496,0.05883496,0.0
2013-04-25,5,0.16228193,0.22301368,0.06073177,0.71625453,0.9304956,-0.1478336,0.43541658
2013-04-29,4,0.3302072,0.4637537,0.13354649,0.40269983,0.86350423,-0.37689975,0.6183224
2013-05-02,2,0.3343866,0.34788164,0.0134950485,0.6386233,0.6351703,0.033602912,0.42537236
2013-05-07,2,0.3331343,0.58177,0.24863572,0.1695943,0.88472223,-0.21845368,0.78006315
2013-05-09,3,-0.33251074,0.0317363,0.36424705,0.6040166,0.0058491565,-0.5952383,0.30759832
2013-05-14,6,-0.017286427,0.1260709,0.14335732,0.73057175,0.27558783,-0.67484796,0.3358244
2013-05-21,2,0.24371722,0.2766461,0.032928873,0.69042504,0.4470671,0.04036734,0.28758016
2013-05-23,2,0.048623756,0.07263536,0.024011599,0.9033531,0.09961509,-0.0023675747,0.072112635
2013-06-04,6,-0.030381156,0.07829338,0.10867453,0.8130321,0.09376858,-0.25450602,0.12878172
2013-06-06,6,0.103449725,0.16053076,0.057081033,0.7823882,0.5358175,-0.1129969,0.23703459
2013-06-12,3,0.5530258,0.6179666,0.0649408,0.31709257,0.86733794,0.07339399,0.42200083
2013-06-18,3,0.07591942,0.30921063,0.2332912,0.45749822,0.6068794,-0.37038088,0.49410006
2013-06-26,4,-0.006258428,0.19591579,0.20217422,0.60191,0.33081907,-0.74683887,0.5024065
2013-06-28,3,0.035062987,0.058790345,0.02372736,0.9174823,0.084885724,0.0052466765,0.043425653
2013-07-02,1,0.08411124,0.09717533,0.0130640855,0.8897606,0.08411124,0.08411124,0.0
2013-07-10,4,0.06816855,0.31350335,0.2453348,0.44116184,0.92406696,-0.9088639,0.7530972
2013-07-24,4,0.100445844,0.19731222,0.096866384,0.7058214,0.5754873,-0.05957125,0.3166999
2013-07-31,2,-0.41835564,0.073939644,0.49229527,0.43376505,0.11611778,-0.95282906,0.75585955
2013-08-01,3,0.3470553,0.4062682,0.05921294,0.53451884,0.9214003,0.05077014,0.49748087
2013-08-05,2,-0.6805425,0.024791567,0.70533407,0.2698743,-0.5487418,-0.81234324,0.18639435
2013-08-07,4,0.22421278,0.27249143,0.04827864,0.67923,0.9142016,-0.07444174,0.4631963
2013-08-12,5,-0.20152259,0.15354112,0.35506374,0.49139518,0.5447214,-0.858782,0.6191068
2013-08-19,3,-0.17424643,0.101060785,0.27530724,0.623632,0.1746382,-0.75773066,0.5085328
2013-08-22,3,-0.06335554,0.09788688,0.16124243,0.74087065,0.01447943,-0.19761203,0.11676145
2013-08-26,2,0.018748075,0.1558485,0.13710043,0.7070511,0.2617296,-0.22423345,0.34362775
2013-09-04,4,0.12920812,0.14832477,0.019116646,0.8325586,0.2162588,0.011446059,0.0854809
2013-09-05,2,0.012018445,0.035321422,0.02330298,0.9413756,0.012632586,0.011404304,0.0008685267
2013-09-11,4,-0.08385532,0.08931535,0.17317067,0.737514,0.17437115,-0.3616227,0.23795813
2013-09-27,4,-0.016827358,0.065822236,0.082649596,0.85152817,0.14321142,-0.2116575,0.14651611
2013-09-30,5,0.17984144,0.20831814,0.02847669,0.7632052,0.7453784,-0.0025859606,0.31794456
2013-10-04,7,0.043039147,0.17480747,0.13176833,0.69342417,0.8154972,-0.67013776,0.43317652
2013-10-15,5,0.26740205,0.28490564,0.01750361,0.6975907,0.75356036,0.025886912,0.28981486
2013-10-17,6,-0.11443857,0.1674179,0.28185648,0.55072564,0.36803403,-0.9612148,0.45795682
2013-10-29,4,0.053082988,0.24370456,0.19062158,0.5656739,0.2907256,-0.31455845,0.27701017
2013-11-05,4,0.033731528,0.057206064,0.02347454,0.9193194,0.08100711,0.0045352653,0.034087095
2013-11-14,4,0.14538461,0.17816392,0.0327793,0.7890568,0.32515478,-0.0037661735,0.13658637
2013-11-18,4,0.2557249,0.33555588,0.07983096,0.58461314,0.8255543,0.026383847,0.38122165
2013-11-20,5,0.093108624,0.12221724,0.029108617,0.8486741,0.37443173,0.004774198,0.1591899
2013-11-22,6,-0.117123544,0.13740857,0.2545321,0.60805935,0.49962804,-0.9145511,0.46781966
2013-11-27,4,0.31291527,0.41922796,0.10631269,0.47445938,0.8209965,-0.029670876,0.40799695
2013-12-06,2,-0.07562858,0.044877462,0.12050605,0.8346165,-0.05226878,-0.098988384,0.033035748
2013-12-16,2,0.09287854,0.11938034,0.026501793,0.8541179,0.1636377,0.022119394,0.100068554
