Date,Ticker,Company_Name,Sector,Open,High,Low,Close,Volume,Dividend,Stock_Split,Daily_Return,Volatility_20D,MA_50,MA_200,Market_Cap,PE_Ratio,Forward_PE,PEG_Ratio,Price_to_Book,Dividend_Yield,EPS,Beta,52Week_High,52Week_Low
2004-08-25 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,3.5047544177358434,3.588683025418631,3.5047544177358434,3.58000111579895,4645883,0.0,,-0.0008079051600126,0.0133844453689283,3.18197562456131,1.601116727590561,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2005-01-27 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,4.181974657162885,4.306420904017812,4.141457391721032,4.263009548187256,6038712,0.0,,0.0286312747121126,0.0190824703643229,4.146434483528137,3.126044042110443,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2005-07-13 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,3.820211055857836,3.8491523160823697,3.776799705731963,3.8346822261810303,6228736,0.0,,0.0106787897509859,0.0201358444547852,3.713477306365967,3.8866747045516967,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2005-07-21 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,3.820210543217952,3.930187029200772,3.794164456918829,3.814423084259033,5787973,0.0,,-0.0075299770753962,0.0129626697739749,3.7424761056900016,3.895356992483139,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2005-08-08 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,3.93167820507906,3.955762288539961,3.868458843999492,3.8895320892333984,5715280,0.0,,-0.0046222500229871,0.2187477322654837,3.815721592903137,3.927907296419144,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2006-11-13 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,9.4634344450808,9.648992134139291,9.061393683426,9.197468757629396,7046377,0.0,,-0.0207439821301486,0.0288661226137619,8.311245346069336,6.685804301500321,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2006-11-20 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,9.61187859762168,9.61187859762168,9.005723869572748,9.311893463134766,8379863,0.0,,-0.0346265746149299,0.0373342799910624,8.479855270385743,6.830122390985489,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2007-06-15 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,14.904665087543687,14.983111992092798,14.691293755479355,14.757187843322754,1356163,0.0,,-0.0054978997502374,0.0358124211794275,14.266619129180908,12.102065756320954,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2007-09-18 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,26.10669462958976,29.621056316924246,26.043936804243987,28.96211242675781,20130659,0.0,,0.1212341212831515,0.0439265424969031,21.314360237121583,15.885774264335632,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2008-02-26 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,42.29786751851462,42.59282197249219,41.85857365088847,42.12842559814453,519901,0.0,,0.0149683213970679,0.0235202945696116,58.68766708374024,37.22797713279724,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2008-06-30 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,39.85035700131068,40.60343519933065,37.96766306813871,38.50736999511719,512425,0.0,,-0.0356751832574968,0.0425685218805085,49.4871891784668,48.39547790527344,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2009-01-22 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,18.601401820087904,18.620350552455243,18.254006821366268,18.3961238861084,1384360,0.0,,0.0058711564006774,0.0425057813302768,19.833328323364256,34.82653203964233,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2009-05-26 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,40.733604231359,41.36523190466342,38.71871569484787,39.01557922363281,1671048,0.0,,-0.0279330139902675,0.0489398453867833,23.95804002761841,25.12908236503601,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2009-10-26 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,45.88615570053454,48.30121786237831,44.67225244904167,46.36725616455078,5831803,0.0,,0.0086639608852516,0.0149269513141088,43.4498885345459,34.004197397232055,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2009-10-30 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,45.42735092393704,48.26297581316902,45.124671292513575,45.55479431152344,8059550,0.0,,0.0101737101584669,0.0156956377806461,43.403850631713865,34.51766439437866,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2009-11-26 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,53.44356834879997,54.163626700506185,52.07992085400222,52.37622833251953,1097751,0.0,,-0.0130281360842471,0.0261474348614022,46.22629455566406,37.47131294250488,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2010-05-14 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,73.91741977650375,76.9696984754838,73.91741977650375,76.13494110107422,4054384,0.0,,0.0247876775224584,0.0196994471315005,65.7016219329834,54.98922637939453,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2010-07-22 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,69.85196038099913,71.54696389917137,69.84559138298177,71.22835540771484,10791455,0.0,,0.0174767390587424,0.0057145312657247,69.91491409301757,60.81754444122314,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2010-08-16 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,80.99826936360593,82.76246101071554,79.71053650321815,80.58619689941406,16970582,0.0,,-0.0013561580865841,0.0180916932668036,71.47844497680664,63.700813961029056,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2010-10-28 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,88.08078419554636,89.18822886403392,86.92182406292278,88.04215240478516,9367427,0.0,,0.0111660716574886,0.0163385634768982,86.48605850219727,72.23257724761963,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2011-02-25 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,75.66062015398427,77.26384264054252,71.10849155065274,76.66504669189453,3939205,0.0,,0.0048100412197824,0.0209661683751924,79.2958869934082,80.33690048217774,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2011-05-05 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,80.21918386297536,80.22562569949665,77.28959685778219,78.09442901611328,1380798,0.0,,-0.0148636731500987,0.0098570348354296,80.10071868896485,82.69743907928466,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2011-05-17 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,79.58175320165346,83.31617222790608,79.27269889489389,81.77733612060547,589991,0.0,,0.0,0.0115486961125115,80.48536422729492,83.0735245513916,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2011-06-16 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,83.70894118876748,86.73511109610635,83.31618142567446,85.64697265625,1925303,0.0,,0.0186078273845764,0.0205495193944496,81.66492446899414,83.2207612991333,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2011-07-21 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,94.17175405578688,94.37135485678088,92.0727535708832,92.66510772705078,1244279,0.0,,-0.0190837610879835,0.0166250134067879,85.72771438598633,83.68637287139893,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2011-08-02 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,84.80995185101312,87.61720190238935,80.61195083346566,86.46468353271484,22102663,0.0,,0.0521821331508935,0.0561791249795395,87.33956787109375,83.77809173583984,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-01-23 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,51.999061178067954,54.19602046538996,50.5755852788318,51.92756271362305,24054194,0.0,,-0.0156481049281232,0.0542490848344651,42.666534423828125,69.1548369216919,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-07-05 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,30.939441528744105,31.433434194317407,30.861443197659572,31.056442260742188,19179141,0.0,,0.005894631052882,0.0260958651866017,31.25247974395752,44.7663873386383,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-09-03 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,21.130729142477698,21.5883374047242,20.90192417393426,21.144189834594727,8627581,0.0,,0.0083443485246557,0.0281519292221884,25.709800453186038,36.75044631004334,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-09-10 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,20.861543999230925,23.07556038401417,20.605822709254817,22.89386367797852,39069180,0.0,,0.0963583171896567,0.0360983202876495,25.030326499938965,36.18012000083923,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-09-17 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,25.585678807907293,26.177877239987616,25.06077546187696,25.908695220947266,16647255,0.0,,0.0187880326540346,0.0380881025119864,24.44497341156006,35.78343879699707,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-10-15 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,29.993517705917807,30.25597186811893,29.293648872529324,29.744525909423828,11003323,0.0,,-0.0074106077813513,0.0355203267096975,25.160033073425293,34.5879984664917,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-10-22 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,28.9369831217428,30.17521936075634,28.54667163641762,30.06081771850586,14009643,0.0,,0.0333103621769628,0.0357318753517086,25.645030822753903,34.318062229156496,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-11-07 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,30.753952789447,31.4269068820016,30.585715103728383,30.807788848876957,10449547,0.0,,0.0043877496705551,0.0274512666482984,26.70156719207764,33.88686318397522,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2012-11-30 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,31.258678600247887,32.550747764957364,31.1577359584488,32.26810836791992,10056398,0.0,,0.0390034822234641,0.021082248436114,29.216528167724608,32.275855197906495,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2013-01-21 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,36.09720266365046,37.12009116737119,35.71361738120504,36.965309143066406,8004603,0.0,,0.028651553178568,0.018822349453279,34.759508247375486,30.770652770996094,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2013-04-08 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,28.66780131706418,29.058116132056178,28.00830785600788,28.29094886779785,6775270,0.0,,-0.0077884625997597,0.031894332498239,30.536054763793945,29.75458353996277,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2013-05-14 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,29.179248763962136,29.233084830887496,28.60050769483393,28.903335571289062,5024424,0.0,,-0.0112799647409349,0.0205419587850985,29.409126968383788,29.821690855026244,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2013-09-11 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,19.47801768588783,20.48977101232041,19.38604219178513,20.107709884643555,14494536,0.0,,0.0160884862406012,0.0309780125423936,24.217133865356445,29.505521125793457,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2013-12-02 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,37.42779648771927,38.13531739518827,36.89008327456455,37.68250274658203,12136338,0.0,,0.0119703177670813,0.0376708172051675,27.646619186401367,27.28752470970154,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2014-05-20 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,77.47342695482457,77.67153889854963,74.86975550811594,75.4428482055664,19135468,0.0,,-0.0135985205441682,0.0321605664966803,55.670490951538085,36.07690740585327,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2014-06-10 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,71.74250960844516,71.89108473806905,68.9831777104615,70.17181396484375,10566311,0.0,,-0.0203478730264092,0.0305906685680027,63.22086074829102,39.474936656951904,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2014-09-15 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,71.80113751790627,72.63871833064815,71.09352614162434,71.77947235107422,6417325,0.0,,-0.0032087504827269,0.0140992307788942,67.48223114013672,53.45393197059632,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2014-09-17 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,71.26681806806197,72.20548621163886,69.9165764520588,71.45455169677734,16118995,0.0,,0.0023298570268306,0.0138440238754989,67.52342636108398,53.826233320236206,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2014-11-11 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,67.87314897293086,70.31369303403648,67.73596262445801,70.10430145263672,9589629,0.0,,0.0359583208987741,0.0177768950109769,69.39336296081542,58.808976049423215,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2015-05-21 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,113.0232312717984,113.36259944744312,111.340845815951,112.70552825927734,9851602,0.0,,0.0,0.0339807042639768,95.59716278076172,78.90334743499756,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2015-10-20 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,49.65371320686778,51.87228389859077,49.57447999208952,50.71017456054688,8720857,0.0,,0.0240000542297511,0.0360047434513576,42.71592674255371,69.53284765243531,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2016-05-05 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,41.90082415021064,43.12849180455714,40.83328787181368,41.68731689453125,9217609,0.0,,-0.013266181508032,0.0309065975711845,38.39235420227051,41.51736406326294,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2016-06-08 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,38.96509535808803,40.29951466599229,38.8049639948468,39.97925567626953,4976982,0.0,,0.0288461736688068,0.0267937125570618,40.95925666809082,40.73792821884155,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2016-09-28 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,37.63067232153568,38.324573650144,37.63067232153568,37.97762298583984,2625123,0.0,,0.0092196819412981,0.0187872010807094,40.13084754943848,40.01556884765625,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2017-02-28 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,51.24177532147236,53.77717838762042,50.76138489228065,52.57619857788086,14953530,0.0,,0.0255076761649555,0.0277826096877641,44.91074440002441,40.409608097076415,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2017-06-02 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,62.55766875043269,63.38501364237154,62.18403008614038,62.71780014038086,7758119,0.0,,0.006424096252789,0.0269152872731785,63.38500556945801,46.62013784408569,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2017-08-18 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,60.22452545166016,60.89518007715135,59.31244056967893,60.22452545166016,5649934,0.0,,-0.0101410474731084,0.028482395581498,71.06650772094727,55.35380142211914,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2017-11-16 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,77.79560393459039,78.33212311332007,74.89838835014642,77.66146850585938,10159450,0.0,,-0.0156410586686688,0.0266922855278973,69.73114852905273,64.79679973602295,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2017-12-01 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,78.86864174905169,81.2025125553644,75.13981808281991,76.37381744384766,9676577,0.0,,-0.0289904078252916,0.0338274297409733,72.22650848388672,66.55827732086182,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2018-06-21 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,83.20198321292393,83.83374028309953,81.1803741100772,82.03324127197266,5664223,0.0,,-0.0144213459128443,0.0278222486129743,81.43118743896484,85.08716136932372,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2019-01-22 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,143.6028444017517,144.83739435386508,139.9485795575341,143.89913940429688,2261667,0.0,,-0.0017129689810978,0.0123325497236952,154.45503723144532,121.63321712493897,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2019-09-25 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,148.2858422296848,149.5735646836653,144.12552093690928,146.15615844726562,4572108,0.0,,-0.0033770865659752,0.0200791657774459,134.2655519104004,139.71496589660646,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2020-01-09 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,199.9927137804737,206.9265871771271,199.9927137804737,206.03509521484372,3496063,0.0,,0.0322581532946684,0.0197152420037225,205.29911468505856,157.15524711608887,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2020-03-23 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,122.75183211437503,134.67287220196377,117.91357839468984,120.60704040527344,1456143,0.969485,,-0.1157788791368038,0.0535271492207099,213.8873551940918,176.31030220031738,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2020-04-20 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,145.64621222656524,155.07330990508632,142.25445720864477,146.34451293945312,6835058,0.0,,0.0194579421410667,0.0510638173420385,186.70414916992183,175.35414600372314,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2020-05-13 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,144.64864515135875,144.64864515135875,140.40894348312926,140.80796813964844,3115038,0.0,,0.0089350094557683,0.028633217468906,152.94029693603517,174.67082668304442,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2020-07-28 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,165.89703843446622,174.47619048210402,163.40309623076652,173.1294708251953,4829045,0.0,,0.0457970504210161,0.0259138869060024,153.90415954589844,179.39614685058595,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2020-10-12 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,314.23668798300343,321.91804142226124,312.2415344085082,314.5858459472656,2556329,0.0,,0.0075078688118259,0.0302470710579141,265.11003509521487,197.1937644195557,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2021-01-13 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,527.817866580662,538.8910057200558,520.036779628842,534.7510375976562,4948731,0.0,,0.02027017821095,0.0265409115247535,435.7375738525391,262.1255340957642,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2021-02-01 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,509.26294238983536,538.1926687939592,495.6958921943484,535.8982543945312,4004036,0.0,,0.060297996374522,0.025847322550344,473.98466796875,285.2481182861328,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2021-03-09 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,915.7755016132984,926.150324679288,891.4346033593062,903.0065307617188,5561849,0.0,,-0.00549333210366,0.0289862746091705,642.9023614501953,366.5296821594238,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2021-03-24 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,1060.424145698237,1090.351449904208,1015.9322444669294,1022.965087890625,22877032,0.0,,-0.0311319752357475,0.0344016553361294,729.0261669921875,405.4192189788818,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2021-08-09 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,1543.944979517544,1562.212432420547,1479.859380871221,1490.739990234375,6031426,0.0,,-0.0281456475365903,0.0211519255596481,1468.0134228515626,921.0081512451172,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2021-08-13 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,1442.426302915824,1451.410272968587,1425.4565817050498,1434.4405517578125,2095991,0.0,,-0.0040889271740255,0.0222909146995565,1466.1132153320314,943.4850985717774,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2021-09-07 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,1582.276490776964,1589.513576597934,1550.2336937884847,1555.3245849609375,1651169,0.0,,-0.0151075316194442,0.0191202652603684,1451.8756591796875,1035.661411590576,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
2022-02-25 00:00:00+05:30,ADANIENT.NS,Adani Enterprises Ltd.,Infrastructure,1591.160816084595,1635.1822421464713,1575.9879385995969,1615.8167724609375,1741584,0.0,,0.0484147571068416,0.0319862642845155,1730.0329052734376,1564.5501080322265,2611735429120,31.154974,45.89732,,4.53401,0.06,64.85,0.491,2695.0,1848.0
